text_id,sent_id,token_id,token,label,dmd_tag,lex_tag,adr_label
3,2,2,вместо,I-INT,O,O,O
3,2,3,неё,I-INT,O,O,O
3,2,4,-,I-INT,O,O,O
3,2,5,Интерферон,I-INT,B-DMD,O,O
3,2,6,.,O,O,O,O
3,3,1,От,O,O,O,O
3,3,2,которого,O,O,O,O
3,3,3,у,O,O,O,O
3,3,4,меня,O,O,O,O
3,3,5,озноб,O,O,SYMPTOM,B-ADR-FLS
3,3,6,и,O,O,O,O
3,3,7,пол,O,O,O,O
3,3,8,дня,O,O,O,O
3,3,9,разбитого,O,O,O,B-ADR-QOL
3,3,10,состояния,O,O,SYMPTOM,I-ADR-QOL
3,3,11,после,O,O,O,O
3,3,12,укола,O,O,O,O
3,3,13,.,O,O,O,O
3,4,1,😬😬😬😠,O,O,O,O
3,4,2,так,O,O,O,O
3,4,3,ещё,O,O,O,O
3,4,4,и,O,O,O,O
3,4,5,болючие,O,O,SYMPTOM,B-ADR-LR
3,4,6,.,O,O,O,O
3,5,1,А,O,O,O,O
3,5,2,инфибета,O,B-DMD,O,O
3,5,3,проблемы,O,O,ADR,O
3,5,4,с,O,O,O,O
3,5,5,поставкой,O,O,O,O
3,5,6,(,O,O,O,O
4,1,1,Друзья,O,O,O,O
4,1,2,",",O,O,O,O
4,1,3,Добрый,O,O,O,O
4,1,4,вечер,O,O,O,O
4,1,5,!,O,O,O,O
4,2,1,Нужна,O,O,O,O
4,2,2,помощь,O,O,O,O
4,2,3,!,O,O,O,O
4,3,1,Дебют,O,O,O,O
4,3,2,ноябрь,O,O,O,O
4,3,3,2017,O,O,O,O
4,3,4,.,O,O,O,O
4,4,1,ПИТРС,O,O,O,O
4,4,2,колю,O,O,O,O
4,4,3,с,O,O,O,O
4,4,4,января,O,O,O,O
4,4,5,2018,O,O,O,O
4,4,6,.,O,O,O,O
4,5,1,Первый,B-INT,O,O,O
4,5,2,год,I-INT,O,O,O
4,5,3,выдавали,I-INT,O,O,O
4,5,4,Генфаксон,I-INT,B-DMD,O,O
4,5,5,",",O,O,O,O
4,5,6,кроме,O,O,O,O
4,5,7,как,O,O,O,O
4,5,8,неприятного,O,O,O,B-ADR-LR
4,5,9,ощущения,O,O,SYMPTOM,I-ADR-LR
4,5,10,от,O,O,O,I-ADR-LR
4,5,11,ввода,O,O,O,I-ADR-LR
4,5,12,инъекции,O,O,O,I-ADR-LR
4,5,13,",",O,O,O,O
4,5,14,плохого,O,O,O,O
4,5,15,сказать,O,O,O,O
4,5,16,не,O,O,O,O
4,5,17,могу,O,O,O,O
4,5,18,.,O,O,O,O
4,6,1,Далее,O,O,O,O
4,6,2,по,B-INT,O,O,O
4,6,3,три,I-INT,O,O,O
4,6,4,месяца,I-INT,O,O,O
4,6,5,выдавали,I-INT,O,O,O
4,6,6,сначала,I-INT,O,O,O
4,6,7,тебериф,I-INT,B-DMD,O,O
4,6,8,",",I-INT,O,O,O
4,6,9,потом,I-INT,O,O,O
4,6,10,-,I-INT,O,O,O
4,6,11,ребиф,I-INT,B-DMD,O,O
4,6,12,.,O,O,O,O
4,7,1,Побочка,O,O,ADR,B-ADR-UNK
4,7,2,от,O,O,O,O
4,7,3,двух,O,O,O,O
4,7,4,последних,O,O,O,O
4,7,5,ужасная,O,O,O,O
4,7,6,",",O,O,O,O
4,7,7,колбасит,O,O,VERB,B-ADR-FLS
4,7,8,(,O,O,O,O
4,7,9,правда,O,O,O,O
4,7,10,не,O,O,O,O
4,7,11,каждый,O,O,O,O
4,7,12,раз,O,O,O,O
4,7,13,-,O,O,O,O
4,7,14,через,O,O,O,O
4,7,15,раз,O,O,O,O
4,7,16,),O,O,O,O
4,7,17,как,O,O,O,B-ADR-FLS
4,7,18,при,O,O,O,I-ADR-FLS
4,7,19,гриппе,O,O,SYMPTOM,I-ADR-FLS
4,7,20,.,O,O,O,O
4,8,1,Единственно,O,O,O,O
4,8,2,не,O,O,O,O
4,8,3,сразу,O,O,O,O
4,8,4,",",O,O,O,O
4,8,5,первые,O,O,O,O
4,8,6,два,O,O,O,O
4,8,7,месяца,O,O,O,O
4,8,8,нормально,O,O,O,O
4,8,9,",",O,O,O,O
4,8,10,на,O,O,O,O
4,8,11,третий,O,O,O,O
4,8,12,начинается,O,O,O,O
4,8,13,веселье,O,O,O,O
4,8,14,(,O,O,O,O
4,8,15,в,O,O,O,O
4,8,16,обоих,O,O,O,O
4,8,17,вариантов,O,O,O,O
4,8,18,лекарства,O,O,O,O
4,8,19,).,O,O,O,O
4,9,1,Помогает,O,O,O,O
4,9,2,только,O,O,O,O
4,9,3,обезболивающее,O,O,O,O
4,9,4,",",O,O,O,O
4,9,5,но,O,O,O,O
4,9,6,как,O,O,O,O
4,9,7,-,O,O,O,O
4,9,8,то,O,O,O,O
4,9,9,мне,O,O,O,O
4,9,10,от,O,O,O,O
4,9,11,этого,O,O,O,O
4,9,12,не,O,O,O,O
4,9,13,легче,O,O,O,O
4,9,14,(,O,O,O,O
4,9,15,морально,O,O,O,O
4,9,16,).,O,O,O,O
4,10,1,Нужен,O,O,O,O
4,10,2,совет,O,O,O,O
4,10,3,.,O,O,O,O
4,11,1,Спасибо,O,O,O,O
4,11,2,.,O,O,O,O
5,1,1,Добрый,O,O,O,O
5,1,2,вечер,O,O,O,O
5,1,3,!,O,O,O,O
5,2,1,Подскажите,O,O,O,O
5,2,2,",",O,O,O,O
5,2,3,после,B-INT,O,O,O
5,2,4,укола,I-INT,O,O,O
5,2,5,копаксона,I-INT,B-DMD,O,O
5,2,6,спустя,O,O,O,O
5,2,7,три,O,O,O,O
5,2,8,дня,O,O,O,O
5,2,9,появилось,O,O,O,O
5,2,10,покраснение,O,O,SYMPTOM,B-ADR-LR
5,2,11,вокруг,O,O,O,I-ADR-LR
5,2,12,укола,O,O,O,I-ADR-LR
5,2,13,",",O,O,O,O
5,2,14,(,O,O,O,O
5,2,15,первые,O,O,O,O
5,2,16,дни,O,O,O,O
5,2,17,его,O,O,O,O
5,2,18,не,O,O,O,O
5,2,19,было,O,O,O,O
5,2,20,),O,O,O,O
5,2,21,как,O,O,O,O
5,2,22,раздражение,O,O,SYMPTOM,B-ADR-LR
5,2,23,",",O,O,O,O
5,2,24,норма,O,O,O,O
5,2,25,ли,O,O,O,O
5,2,26,это,O,O,O,O
5,2,27,и,O,O,O,O
5,2,28,за,O,O,O,O
5,2,29,сколько,O,O,O,O
5,2,30,обычно,O,O,O,O
5,2,31,проходит,O,O,O,O
5,2,32,?,O,O,O,O
5,3,1,До,O,O,O,O
5,3,2,этого,O,O,O,O
5,3,3,просто,O,O,O,O
5,3,4,было,O,O,O,O
5,3,5,внутри,O,O,O,O
5,3,6,как,O,O,O,O
5,3,7,шишка,O,O,SYMPTOM,B-ADR-LR
5,3,8,и,O,O,O,O
5,3,9,потом,O,O,O,O
5,3,10,легкий,O,O,O,B-ADR-LR
5,3,11,синяк,O,O,SYMPTOM,I-ADR-LR
5,3,12,;,O,O,O,O
5,3,13,а,O,O,O,O
5,3,14,покраснение,O,O,SYMPTOM,B-ADR-LR
5,3,15,обычно,O,O,O,O
5,3,16,проявлялось,O,O,O,O
5,3,17,сразу,O,O,O,O
5,3,18,и,O,O,O,O
5,3,19,сразу,O,O,O,O
5,3,20,же,O,O,O,O
5,3,21,проходило,O,O,O,O
5,3,22,.,O,O,O,O
5,4,1,И,O,O,O,O
5,4,2,может,O,O,O,O
5,4,3,надо,O,O,O,O
5,4,4,чем,O,O,O,O
5,4,5,-,O,O,O,O
5,4,6,то,O,O,O,O
5,4,7,мазать,O,O,O,O
5,4,8,?,O,O,O,O
6,1,1,Боль,O,O,SYMPTOM,B-ADR-MSS
6,1,2,появилась,O,O,O,O
6,1,3,",",O,O,O,O
6,1,4,до,O,O,O,O
6,1,5,конца,O,O,O,O
6,1,6,не,O,O,O,O
6,1,7,ушла,O,O,O,O
6,1,8,",",O,O,O,O
6,1,9,даже,O,O,O,O
6,1,10,когда,O,O,O,O
6,1,11,бросила,O,O,O,O
6,1,12,(,O,O,O,O
6,1,13,миальгия,O,O,SYMPTOM,B-ADR-MSS
6,1,14,-,O,O,O,O
6,1,15,побочек,O,O,ADR,O
6,1,16,интерферонов,B-INT,B-DMD,O,O
6,1,17,),O,O,O,O
7,1,1,USERNAME,O,O,O,O
7,1,2,",",O,O,O,O
7,1,3,первый,O,O,O,O
7,1,4,.,O,O,O,O
7,2,1,Начал,O,O,O,O
7,2,2,колоть,O,O,O,O
7,2,3,в,O,O,O,O
7,2,4,апреле,O,O,O,O
7,2,5,2019,O,O,O,O
7,2,6,-,O,O,O,O
7,2,7,го,O,O,O,O
7,2,8,.,O,O,O,O
7,3,1,Ребиф,O,B-DMD,O,O
7,3,2,",",O,O,O,O
7,3,3,остановил,O,O,O,O
7,3,4,процесс,O,O,O,O
7,3,5,",",O,O,O,O
7,3,6,активных,O,O,O,O
7,3,7,нет,O,O,O,O
7,3,8,",",O,O,O,O
7,3,9,новых,O,O,O,O
7,3,10,очагов,O,O,O,O
7,3,11,не,O,O,O,O
7,3,12,стало,O,O,O,O
7,3,13,.,O,O,O,O
7,4,1,С,O,O,O,O
7,4,2,июня,O,O,O,O
7,4,3,",",O,O,O,O
7,4,4,колю,O,O,O,O
7,4,5,плегриди,O,B-DMD,O,O
7,4,6,.,O,O,O,O
7,5,1,От,B-INT,O,O,O
7,5,2,ребифа,I-INT,B-DMD,O,O
7,5,3,не,O,O,O,B-ADR-NEG
7,5,4,колбасило,O,O,VERB,I-ADR-NEG
7,5,5,",",O,O,O,O
7,5,6,от,B-INT,O,O,O
7,5,7,плегриди,I-INT,B-DMD,O,O
7,5,8,по,O,O,O,O
7,5,9,2,O,O,O,O
7,5,10,-,O,O,O,O
7,5,11,3,O,O,O,O
7,5,12,дня,O,O,O,O
7,5,13,.,O,O,O,O
7,6,1,20,O,O,O,O
7,6,2,-,O,O,O,O
7,6,3,лет,O,O,O,O
7,6,4,назад,O,O,O,O
7,6,5,",",O,O,O,O
7,6,6,кололи,O,O,O,O
7,6,7,дексаметазон,O,O,O,O
7,6,8,под,O,O,O,O
7,6,9,глаз,O,O,ANATOMY,O
7,6,10,и,O,O,O,O
7,6,11,такие,O,O,O,O
7,6,12,же,O,O,O,O
7,6,13,таблетки,O,O,O,O
7,6,14,.,O,O,O,O
7,7,1,13,O,O,O,O
7,7,2,лет,O,O,O,O
7,7,3,назад,O,O,O,O
7,7,4,пил,O,O,O,O
7,7,5,бетасерк,O,O,O,O
7,7,6,от,O,O,O,O
7,7,7,головокружения,O,O,SYMPTOM,O
7,7,8,.,O,O,O,O
7,8,1,Да,O,O,O,O
7,8,2,и,O,O,O,O
7,8,3,все,O,O,O,O
7,8,4,:),O,O,O,O
8,1,1,Я,B-INT,O,O,O
8,1,2,колю,I-INT,O,O,O
8,1,3,перед,O,O,O,O
8,1,4,сном,O,O,SYMPTOM,O
8,1,5,",",O,O,O,O
8,1,6,предпочитаю,O,O,O,O
8,1,7,делать,O,O,O,O
8,1,8,в,O,O,O,O
8,1,9,живот,O,O,ANATOMY,O
8,1,10,",",O,O,O,O
8,1,11,там,O,O,O,O
8,1,12,шишки,O,O,SYMPTOM,B-ADR-LR
8,1,13,меньше,O,O,O,O
8,1,14,и,O,O,O,O
8,1,15,не,O,O,O,B-ADR-NEG
8,1,16,чешутся,O,O,VERB,I-ADR-NEG
8,1,17,.,O,O,O,O
8,2,1,Насчет,O,O,O,O
8,2,2,дозы,O,O,O,O
8,2,3,",",O,O,O,O
8,2,4,все,O,O,O,O
8,2,5,пишут,O,O,O,O
8,2,6,что,O,O,O,O
8,2,7,это,O,O,O,O
8,2,8,не,O,O,O,O
8,2,9,фероны,O,B-DMD,O,O
8,2,10,и,O,O,O,O
8,2,11,не,O,O,O,O
8,2,12,нужно,O,O,O,O
8,2,13,уменьшать,O,O,O,O
8,2,14,ничего,O,O,O,O
8,2,15,",",O,O,O,O
8,2,16,но,O,O,O,O
8,2,17,я,O,O,O,O
8,2,18,пробовала,O,O,O,O
8,2,19,этот,O,O,O,O
8,2,20,препарат,O,O,O,O
8,2,21,начинать,O,O,O,O
8,2,22,делать,O,O,O,O
8,2,23,раз,O,O,O,O
8,2,24,5,O,O,O,O
8,2,25,-,O,O,O,O
8,2,26,6,O,O,O,O
8,2,27,и,O,O,O,O
8,2,28,каждый,O,O,O,O
8,2,29,раз,O,O,O,O
8,2,30,бросала,O,O,O,O
8,2,31,т,O,O,O,O
8,2,32,.,O,O,O,O
8,2,33,к,O,O,O,O
8,2,34,.,O,O,O,O
8,3,1,ноги,O,O,ANATOMY,B-ADR-MSS
8,3,2,слабли,O,O,VERB,I-ADR-MSS
8,3,3,сильно,O,O,O,I-ADR-MSS
8,3,4,.,O,O,O,O
8,4,1,Врачи,O,O,O,O
8,4,2,говорили,O,O,O,O
8,4,3,что,O,O,O,O
8,4,4,это,O,O,O,O
8,4,5,привыкание,O,O,O,O
8,4,6,организмаи,O,O,O,O
8,4,7,нужно,O,O,O,O
8,4,8,терпеть,O,O,O,O
8,4,9,.,O,O,O,O
8,5,1,Терпеть,O,O,O,O
8,5,2,не,O,O,O,O
8,5,3,получалось,O,O,O,O
8,5,4,.,O,O,O,O
8,6,1,В,O,O,O,O
8,6,2,этом,O,O,O,O
8,6,3,году,O,O,O,O
8,6,4,после,O,O,O,O
8,6,5,очередного,O,O,O,O
8,6,6,обострения,O,O,O,O
8,6,7,врачи,O,O,O,O
8,6,8,приняли,O,O,O,O
8,6,9,решение,O,O,O,O
8,6,10,",",O,O,O,O
8,6,11,что,O,O,O,O
8,6,12,препарат,O,O,O,O
8,6,13,не,O,O,O,O
8,6,14,держит,O,O,VERB,O
8,6,15,и,O,O,O,O
8,6,16,мне,O,O,O,O
8,6,17,нужно,O,O,O,O
8,6,18,тизабри,O,B-DMD,O,O
8,6,19,.,O,O,O,O
8,7,1,Тизабри,O,B-DMD,O,O
8,7,2,я,O,O,O,O
8,7,3,не,O,O,O,O
8,7,4,хочу,O,O,O,O
8,7,5,и,O,O,O,O
8,7,6,предприняла,O,O,O,O
8,7,7,очередную,O,O,O,O
8,7,8,попытку,O,O,O,O
8,7,9,колоть,B-INT,O,O,O
8,7,10,аксоглатиран,I-INT,B-DMD,O,O
8,7,11,..,O,O,O,O
8,7,12,меня,O,O,O,O
8,7,13,хватило,O,O,O,O
8,7,14,на,O,O,O,O
8,7,15,4,O,O,O,O
8,7,16,дня,O,O,O,O
8,7,17,..,O,O,O,O
8,7,18,снова,O,O,O,O
8,7,19,слабость,O,O,SYMPTOM,B-ADR-MSS
8,7,20,в,O,O,O,I-ADR-MSS
8,7,21,ногах,O,O,ANATOMY,I-ADR-MSS
8,7,22,.,O,O,O,O
8,8,1,И,O,O,O,O
8,8,2,тут,O,O,O,O
8,8,3,я,O,O,O,O
8,8,4,решила,O,O,O,O
8,8,5,",",O,O,O,O
8,8,6,если,O,O,O,O
8,8,7,это,O,O,O,O
8,8,8,привыкание,O,O,O,O
8,8,9,организма,O,O,ANATOMY,O
8,8,10,так,O,O,O,O
8,8,11,пусть,O,O,O,O
8,8,12,и,O,O,O,O
8,8,13,привыкает,O,O,O,O
8,8,14,постепенно,O,O,O,O
8,8,15,.,O,O,O,O
8,9,1,Половину,O,O,O,O
8,9,2,укола,O,O,O,O
8,9,3,выливала,O,O,O,O
8,9,4,в,O,O,O,O
8,9,5,раковину,O,O,O,O
8,9,6,и,O,O,O,O
8,9,7,в,O,O,O,O
8,9,8,течение,O,O,O,O
8,9,9,месяца,O,O,O,O
8,9,10,так,O,O,O,O
8,9,11,и,O,O,O,O
8,9,12,колола,O,O,O,O
8,9,13,",",O,O,O,O
8,9,14,потом,O,O,O,O
8,9,15,увеличила,O,O,O,O
8,9,16,еще,O,O,O,O
8,9,17,дозировку,O,O,O,O
8,9,18,.,O,O,O,O
8,10,1,Переносится,O,O,O,O
8,10,2,сейчас,O,O,O,O
8,10,3,все,O,O,O,O
8,10,4,хорошо,O,O,O,O
8,10,5,",",O,O,O,O
8,10,6,так,O,O,O,O
8,10,7,что,O,O,O,O
8,10,8,считаю,O,O,O,O
8,10,9,",",O,O,O,O
8,10,10,что,O,O,O,O
8,10,11,нужнг,O,O,O,O
8,10,12,по,O,O,O,O
8,10,13,самочувствию,O,O,SYMPTOM,O
8,10,14,решать,O,O,O,O
8,10,15,насчет,O,O,O,O
8,10,16,дозировки,O,O,O,O
8,10,17,.,O,O,O,O
9,1,1,мне,O,O,O,O
9,1,2,подобрали,O,O,O,O
9,1,3,ПИТРС,O,O,O,O
9,1,4,и,O,O,O,O
9,1,5,сразу,O,O,O,O
9,1,6,попали,O,O,O,O
9,1,7,в,O,O,O,O
9,1,8,точку,O,O,O,O
9,1,9,.,O,O,O,O
9,2,1,Назначили,O,O,O,O
9,2,2,Глатирамера,O,B-DMD,O,O
9,2,3,ацетат,O,I-DMD,O,O
9,2,4,",",O,O,O,O
9,2,5,в,O,O,O,O
9,2,6,аптеке,O,O,O,O
9,2,7,выдали,B-INT,O,O,O
9,2,8,Тимексон,I-INT,B-DMD,O,O
9,2,9,",",O,O,O,O
9,2,10,российского,O,O,O,O
9,2,11,производства,O,O,O,O
9,2,12,.,O,O,O,O
9,3,1,Пока,O,O,O,O
9,3,2,только,O,O,O,O
9,3,3,2,O,O,O,O
9,3,4,недели,O,O,O,O
9,3,5,колю,O,O,O,O
9,3,6,",",O,O,O,O
9,3,7,вроде,O,O,O,O
9,3,8,нормально,O,O,O,O
9,3,9,",",O,O,O,O
9,3,10,проблем,O,O,ADR,B-ADR-NEG
9,3,11,нету,O,O,O,I-ADR-NEG
9,3,12,",",O,O,O,O
9,3,13,пока,O,O,O,O
9,3,14,все,O,O,O,O
9,3,15,нравится,O,O,O,O
9,3,16,.,O,O,O,O
10,1,1,USERNAME,O,O,O,O
10,1,2,",",O,O,O,O
10,1,3,я,O,O,O,O
10,1,4,колола,O,O,O,O
10,1,5,примерно,O,O,O,O
10,1,6,около,O,O,O,O
10,1,7,2,O,O,O,O
10,1,8,-,O,O,O,O
10,1,9,х,O,O,O,O
10,1,10,лет,O,O,O,O
10,1,11,-,O,O,O,O
10,1,12,чувствовала,O,O,VERB,B-ADR-QOL
10,1,13,себя,O,O,O,I-ADR-QOL
10,1,14,больной,O,O,SYMPTOM,I-ADR-QOL
10,1,15,и,O,O,O,O
10,1,16,сумасшедшей,O,O,O,B-ADR-PSY
10,1,17,",",O,O,O,O
10,1,18,нервная,O,O,SYMPTOM,B-ADR-PSY
10,1,19,была,O,O,O,O
10,1,20,-,O,O,O,O
10,1,21,всё,O,O,O,O
10,1,22,ждала,O,O,O,O
10,1,23,-,O,O,O,O
10,1,24,может,O,O,O,O
10,1,25,",",O,O,O,O
10,1,26,простудными,O,O,SYMPTOM,O
10,1,27,заболеваниями,O,O,O,O
10,1,28,поменьше,O,O,O,O
10,1,29,болеть,O,O,VERB,O
10,1,30,буду,O,O,O,O
10,1,31,или,O,O,O,O
10,1,32,слабость,O,O,SYMPTOM,B-ADR-QOL
10,1,33,уйдёт,O,O,O,O
10,1,34,хоть,O,O,O,O
10,1,35,немного,O,O,O,O
10,1,36,или,O,O,O,O
10,1,37,ещё,O,O,O,O
10,1,38,какие,O,O,O,O
10,1,39,-,O,O,O,O
10,1,40,нибудь,O,O,O,O
10,1,41,малейшие,O,O,O,O
10,1,42,улучшения,O,O,O,O
10,1,43,состочния,O,O,O,O
10,1,44,",",O,O,O,O
10,1,45,чтоб,O,O,O,O
10,1,46,у,O,O,O,O
10,1,47,меня,O,O,O,O
10,1,48,был,O,O,O,O
10,1,49,СТИМУЛ,O,O,O,O
10,1,50,колоть,O,O,O,O
10,1,51,дальше,O,O,O,O
10,1,52,",",O,O,O,O
10,1,53,но,O,O,O,O
10,1,54,ничего,O,O,O,O
10,1,55,хорошего,O,O,O,O
10,1,56,я,O,O,O,O
10,1,57,не,O,O,O,O
10,1,58,увидела,O,O,O,O
10,1,59,",",O,O,O,O
10,1,60,поэтому,O,O,O,O
10,1,61,резко,O,O,O,O
10,1,62,перестала,O,O,O,O
10,1,63,делать,O,O,O,O
10,1,64,",",O,O,O,O
10,1,65,потом,O,O,O,O
10,1,66,и,O,O,O,O
10,1,67,получать,B-INT,O,O,O
10,1,68,препарат,I-INT,O,O,O
10,1,69,(,I-INT,O,O,O
10,1,70,Копаксон,I-INT,B-DMD,O,O
10,1,71,-,I-INT,I-DMD,O,O
10,1,72,тева,I-INT,I-DMD,O,O
10,1,73,).,O,O,O,O
10,2,1,К,O,O,O,O
10,2,2,слову,O,O,O,O
10,2,3,-,O,O,O,O
10,2,4,мама,O,O,O,O
10,2,5,колола,B-INT,O,O,O
10,2,6,в,I-INT,O,O,O
10,2,7,своё,I-INT,O,O,O
10,2,8,время,I-INT,O,O,O
10,2,9,интерферон,I-INT,B-DMD,O,O
10,2,10,(,O,O,O,O
10,2,11,различных,O,O,O,O
10,2,12,производителей,O,O,O,O
10,2,13,)-,O,O,O,O
10,2,14,не,O,O,O,B-ADR-NEG
10,2,15,болела,O,O,VERB,I-ADR-NEG
10,2,16,простудными,O,O,SYMPTOM,I-ADR-NEG
10,2,17,от,O,O,O,O
10,2,18,слова,O,O,O,O
